question,answer,prediction,precision,recall,f1,hash
凯亚先生的元素是什么?,冰元素,"凯亚元素冰元素
凯亚元素冰元素",0.7340259552001953,0.8543226718902588,0.7896189093589783,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里的元素属性是什么?,草元素,提纳里元素为火元素,0.6635572910308838,0.7530601620674133,0.7054812908172607,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莫娜的性格特征是什么?,"莫娜,朴素的生活，热爱占星术","莫娜,朴素的生活，热爱占星术",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
瑶瑶的元素是什么?,草元素,元素火元素,0.7701261639595032,0.7646005153656006,0.7673534154891968,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏洛蒂能控制什么元素力?,夏洛蒂控制冰元素,夏洛蒂控制冰元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
林尼会用哪种元素?,火元素,"林尼,火元素",0.7282699346542358,0.9198611974716187,0.8129295706748962,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问神里绫人先生的性格特点是什么?","神里绫人,认真工作、履行职责的公务人员","神里绫人,认真工作、履行职责的公务人员",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
北斗的职业是什么?,北斗是「南十字」的首领,北斗是「南十字」的首领,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱欧斯利使用哪种元素?,冰元素,"莱欧斯利使用冰元素
冰元素",0.7079011797904968,0.8668555617332458,0.7793560028076172,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
钟离会用哪种元素?,岩元素,"钟离使用岩元素
岩元素，钟离使用岩元素",0.669707179069519,0.8222990036010742,0.7382000684738159,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
阿贝多会用哪种元素?,岩元素,阿贝多用岩元素,0.6711753010749817,0.9158275127410889,0.7746436595916748,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
温迪的性格特征是什么?,"温迪,喜欢开玩笑的轻佻少年","温迪,喜欢开玩笑的轻佻少年",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
重云先生是什么性格的人?,"重云,渴望证明自己的实力，不依赖「纯阳之体」","重云,渴望证明自己的实力，不依赖「纯阳之体」",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问琳妮特的性别是什么？,琳妮特是女性,琳妮特是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
钟离是男还是女啊,钟离是男性,钟离是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
早柚女士是什么性格的人?,"早柚,偷懒，懒得做工作","早柚,偷懒，懒得做工作",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凯亚先生的职责是什么?,凯亚是西风骑士团骑兵队长,凯亚是西风骑士团骑兵队长,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问夏洛蒂的元素力是什么？,冰元素,"夏洛蒂,元素风元素",0.6556313037872314,0.7444512248039246,0.6972239017486572,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特女士的元素是什么?,风元素,元素风元素,0.824553370475769,0.8742376565933228,0.8486689329147339,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琳妮特女士的职责是什么?,琳妮特是魔术师林尼的助手,琳妮特是魔术师林尼的助手,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光是男性还是女性？,凝光是女性,凝光是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏沃蕾是什么性格的人?,"夏沃蕾,严守律法的警备人员","夏沃蕾,严苛律人，怕见人，害怕引起注意",0.6914010643959045,0.7569825649261475,0.7227070927619934,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
丽莎女士能控制什么元素力?,雷元素,雷元素,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凯亚先生从哪里来的?,凯亚来自蒙德,凯亚来自蒙德,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫是男还是女啊,宵宫是女性,宵宫是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
阿贝多先生掌握哪种元素力?,岩元素,阿贝多·枫丹元素师,0.5746675729751587,0.6921535134315491,0.6279626488685608,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
白术会用哪种元素?,草元素,白术使用草元素,0.6776297092437744,0.8705604672431946,0.7620739340782166,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫会用哪种元素?,火元素,宵宫会使用火元素,0.6902608871459961,0.8708094358444214,0.7700943350791931,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"艾尔海森先生,是什么性别呢?",艾尔海森是男性,艾尔海森是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问魈的性别是什么？,魈是男性,"魈是男性
魈是男性",0.8719692826271057,0.8979495763778687,0.8847687244415283,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莫娜女士是什么性别？,莫娜是女性,莫娜是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
林尼的元素属性是什么?,火元素,"林尼,火元素",0.7282699346542358,0.9198611974716187,0.8129295706748962,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问枫原万叶的元素力是什么？,风元素,枫原万叶，风元素,0.6827676296234131,0.8623483180999756,0.7621220946311951,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
温迪先生是属于哪个国家的?,温迪来自蒙德,"温迪来自蒙德
温迪来自戴洛芬",0.7902600169181824,0.8875395059585571,0.8360796570777893,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
重云的职业是什么?,重云是驱邪家、游走方士,重云是璃月道院的客官,0.68107670545578,0.6655970215797424,0.6732478737831116,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
枫原万叶使用什么元素力?,枫原万叶使用风元素,枫原万叶使用风元素,0.9999998807907104,0.9999998807907104,0.9999998807907104,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
阿贝多先生从哪里来的?,阿贝多来自蒙德,蒙德,0.8466780185699463,0.6036216616630554,0.7047828435897827,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
那维莱特的性格特点是啥?,绝对公正，孤独,"那维莱特,绝对公正，孤独",0.7942131161689758,0.9479048252105713,0.864279568195343,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
行秋先生的元素是什么?,水元素,"行秋,水元素",0.6893717646598816,0.8746758699417114,0.7710466980934143,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
刻晴是男性还是女性？,刻晴是女性,刻晴是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
久岐忍会用哪种元素?,雷元素,久岐忍使用雷元素,0.6311773657798767,0.7981184720993042,0.7048986554145813,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问菲米尼先生有什么性格特点呢?","菲米尼,沉默而独自，怕人，爱水，专注于潜水技巧","菲米尼,沉默而独自，怕人，爱水，专业潜水员",0.9445036053657532,0.9174818396568298,0.9307966828346252,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问枫原万叶的性格特点是什么?","枫原万叶,身经百战，有不为人所知的过往","枫原万叶,身经百战，有不为人所知的过往",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问琳妮特的元素力是什么？,风元素,"林妮特,水元素",0.6106217503547668,0.7596782445907593,0.677043080329895,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,八重神子女士使用哪种元素?",雷元素,"八重神子使用雷元素
八重神子，雷元素大仙",0.5584011673927307,0.7102830410003662,0.6252507567405701,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱依拉女士从哪里来的?,莱依拉来自须弥,莱依拉来自须弥,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
琴女士来自什么国家?,琴来自蒙德,琴来自蒙德,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲米尼是什么性格?,沉默而独自，怕人，爱水，专注于潜水技巧,"菲米尼,沉默而独自，怕人，爱水，专业潜水员",0.8443878293037415,0.8802175521850586,0.8619305491447449,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问赛诺先生是做什么工作的?",赛诺是教令院风纪官，大风纪官,赛诺是教令院风纪官，一本风纪法典的拥有者,0.7912470102310181,0.9025205373764038,0.8432286977767944,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
甘雨女士的职责是什么?,甘雨是玉京台、月海亭秘书,甘雨是玉京台、月海亭秘书,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
流浪者的性格是什么?,"流浪者,清风般的存在，没有家人，没有目的地","流浪者,清风般的存在，没有家人，没有目的地",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗先生是什么性格的人?,"荒泷一斗,喜欢斗殴，清闲过头，有点懒惰","荒泷一斗,喜欢斗殴，清闲过头，有点懒惰",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森先生的身份是什么?,艾尔海森是教令院现任书记官,艾尔海森是教令院现任书记官,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯女士的身份是什么?,烟绯是律法咨询师,烟绯是律法咨询专家,0.8962019681930542,0.9233424067497253,0.9095697999000549,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问胡桃的性格特征是什么？,"胡桃,贪玩孩子，但在葬礼上严肃。","胡桃,贪玩孩子，但在葬礼上严肃",0.9690394401550293,0.9571093320846558,0.9630374312400818,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森是男人还是女人？,艾尔海森是男性,艾尔海森是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里会用哪种元素?,草元素,提纳里用草元素,0.6825898885726929,0.9272150993347168,0.78631591796875,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
刻晴能控制什么元素力?,刻晴控制雷元素,雷元素,0.8103397488594055,0.6562567949295044,0.7252041697502136,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问温迪先生是做什么工作的?",温迪是吟游诗人，风神,温迪是吟游诗人，风神,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,米卡先生使用哪种元素?",冰元素,冰元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷电将军的性格特征是什么?,"雷电将军,带领三奉行统御稻妻","雷电将军,带领三奉行统御稻妻",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫人先生是什么性别？,神里绫人是男性,神里绫人是男性,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问莱欧斯利的元素力是什么？,冰元素,冰元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
可莉是什么性格?,喜欢放火烧山，炸弹，城里放炮，禁闭时间加倍,"可莉,喜欢放火烧山，炸弹，城里放炮，禁闭时间加倍",0.9304449558258057,0.9799562096595764,0.9545590281486511,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
绮良良的元素是什么?,草元素,"绮良良,草元素",0.6924692392349243,0.8880990743637085,0.7781774401664734,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海女士是属于哪个国家的?,珊瑚宫心海来自稻妻,珊瑚宫心海来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问荒泷一斗先生是做什么工作的?",荒泷一斗是鬼族，帮派「荒泷派」的初代目头领,荒泷一斗是鬼族，帮派「荒泷派」的初代目头领,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芙宁娜女士来自什么国家?,芙宁娜来自枫丹,芙宁娜来自枫丹,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲米尼是男还是女啊,菲米尼是男性,菲米尼是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
丽莎女士是什么身份?,丽莎是西风骑士团图书管理员,丽莎是第七感司代理书记官,0.6972261071205139,0.6997931003570557,0.6985073089599609,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
北斗从哪里来的?,北斗来自璃月,北斗来自璃月,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
申鹤是什么职务?,申鹤是仙家弟子,申鹤是仙家弟子,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夜兰的职业是什么?,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏沃蕾女士的工作是什么?,夏沃蕾是身背铳枪的特巡队队长,夏沃蕾是身背铳枪的特巡队队长,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
妮露的元素是什么?,水元素,"妮露,水元素",0.7038722038269043,0.8800056576728821,0.782145619392395,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅会用哪种元素?,火元素,迪希雅用火元素,0.6688436269760132,0.8813347816467285,0.7605255842208862,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问宵宫女士是什么职务?",宵宫是烟花专家，烟花点「长野原」衣钵继承人,宵宫是烟花专家，烟花点「长野原」衣钵继承人,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
诺艾尔是男人还是女人？,诺艾尔是女性,"诺艾尔是女性
诺艾尔是女性",0.8703826665878296,0.9007518291473389,0.8853068947792053,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅什么性别,迪希雅是女性,"迪希雅是女性
希雅，潜水员，研究者",0.7037109136581421,0.8919511437416077,0.7867276668548584,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问芭芭拉女士是什么职务?",芭芭拉是西风教会的祈礼牧师，蒙德城的偶像,芭芭拉是西风教会的祈礼牧师，蒙德城的偶像,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅女士能控制什么元素力?,火元素,迪希雅控制火元素,0.6760572195053101,0.8898355960845947,0.7683537006378174,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,胡桃女士使用哪种元素?",火元素,胡桃使用火元素,0.7213681936264038,0.8998781442642212,0.8007956147193909,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
五郎什么性格?,士兵们的好大哥,"五郎,士兵们的好大哥",0.8323277235031128,0.9408975839614868,0.8832889199256897,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
提纳里先生的职业是什么?,提纳里是道成林的巡林官,"提纳里是道成林的巡林官
提纳里,巡林官",0.8786672353744507,0.9257041215896606,0.9015726447105408,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问阿贝多先生使用哪种元素?",岩元素,阿贝多使用岩元素,0.6692770719528198,0.907908022403717,0.7705398201942444,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问辛焱女士使用哪种元素?",火元素,"辛焱使用火元素
辛焱，使用火元素",0.6801568269729614,0.8420891761779785,0.7525100708007812,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱依拉的性格是什么?,"莱依拉,梦想幻想，奇特的研究方向","莱依拉,梦想幻想，奇特的研究方向",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
纳西妲是什么身份?,纳西妲是草之神，曾经被教令院囚禁在净善宫的笼中鸟。,纳西妲是草之神，曾经被教令院囚禁在净善宫的笼中鸟。,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问五郎先生有什么性格特点呢?","五郎,士兵们的好大哥","五郎,士兵们的好大哥",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
胡桃的元素属性是什么?,火元素,好，胡桃，一本正经,0.5093482732772827,0.559302031993866,0.5331576466560364,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗使用的元素是什么?,岩元素,"荒泷一斗使用岩元素
岩元素",0.6488018035888672,0.8019284009933472,0.7172837257385254,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
卡维是男性还是女性？,卡维是男性,卡维是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
柯莱女士的职责是什么?,柯莱是化城郭见习巡林员,柯莱是须弥最强大的魔术师,0.6332788467407227,0.6513116359710693,0.6421686410903931,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
